label,area,eccentricity,bacteria,yfit
157,12,0.767578652189816,0,0
158,12,0.556348640264187,0,0
159,35,0.718121979356432,0,0
160,11,0.925534230839636,0,0
161,10,0.616441400296898,0,0
162,4,0.790569415042095,0,0
163,112,0.656795043300226,0,1
164,10,0.870388279778489,0,0
165,72,0.92326392289102,0,0
166,4,0.790569415042095,0,0
167,19,0.789141092570707,0,0
168,20,0.883006179120978,0,0
169,6,0.870388279778489,0,0
170,11,0.802996613969133,0,0
171,5,0,0,0
172,4,0.790569415042095,0,0
173,8,0.747102836415358,0,0
174,267,0.945117958954451,0,1
175,4,0.790569415042095,0,0
176,15,0.93226759316602,0,0
177,73,0.75671194423327,0,0
178,4,0.790569415042095,0,0
179,7,0.832993127835043,0,0
180,14,0.935688446512774,0,0
181,43,0.779478811408699,0,0
182,28,0.868717767911357,0,0
183,50,0.9246906817155,0,0
184,5,0,0,0
185,71,0.881011363815898,0,0
186,52,0.899120512048203,0,0
187,5,0,0,0
188,60,0.766276430210112,0,0
189,71,0.790726357388849,0,0
190,80,0.881310299244738,0,0
191,164,0.743392194608444,0,1
192,8,0.577350269189626,0,0
193,10,0.921442675250927,0,0
194,69,0.712558310032445,0,0
195,184,0.965268869492789,0,0
196,29,0.913457095276514,0,0
197,108,0.657765010785846,0,1
198,10,0.928476690885259,0,0
199,27,0.87201393451877,0,0
200,49,0.396758786132101,0,1
201,16,0.766438402839837,0,0
202,25,0.869429696672571,0,0
203,14,0.629288982059086,0,0
204,12,0,0,0
205,5,0,0,0
206,78,0.739717990411545,0,0
207,17,0.656255994342082,0,0
208,25,0.932349022848523,0,0
209,50,0.566132595855868,0,1
210,5,0,0,0
211,11,0.819334278607287,0,0
212,90,0.945664265964939,0,0
213,11,0.644658371220304,0,0
214,15,0.786151377757423,0,0
215,75,0.938703795720389,0,0
216,8,0.816496580927726,0,0
217,46,0.928730537469718,0,0
218,25,0.812429655482375,0,0
219,5,0,0,0
220,20,0.890016663244944,0,0
221,20,0.892098096375417,0,0
222,5,0,0,0
223,17,0.822047512741888,0,0
224,21,0.910681512356495,0,0
225,5,0,0,0
226,5,0,0,0
227,5,0,0,0
228,5,0,0,0
229,29,0.928016160527633,0,0
230,10,0.616441400296898,0,0
231,33,0.916837165047517,0,0
232,8,0.577350269189626,0,0
233,38,0.852799004039218,0,0
234,22,0.648965157335144,0,0
235,39,0.821130119186541,0,0
236,5,0,0,0
237,82,0.818903586684766,0,0
238,8,0.577350269189626,0,0
239,26,0.863434550576669,0,0
240,16,0.681385143869247,0,0
241,14,0.629288982059086,0,0
242,82,0.879993277653739,0,0
243,5,0,0,0
244,18,0.689448110879935,0,0
245,5,0,0,0
246,5,0,0,0
247,5,0,0,0
248,258,0.940127634966879,0,1
249,5,0,0,0
250,16,0.92993758299485,0,0
251,145,0.975640506070595,0,0
252,8,0.816496580927726,0,0
253,90,0.909519538859483,0,0
254,65,0.91616578894277,0,0
255,8,0.577350269189626,0,0
256,5,0,0,0
257,59,0.713004215256978,0,0
258,5,0,0,0
259,5,0,0,0
260,17,0.600321823949001,0,0
261,37,0.933094006163959,0,0
262,36,0.7374706320125,0,0
263,26,0.900537871065768,0,0
264,5,0,0,0
265,11,0.819334278607287,0,0
266,5,0,0,0
267,120,0.847085285075396,0,0
268,78,0.97179900462696,0,0
269,25,0.906154155470453,0,0
270,30,0.79109197836296,0,0
271,16,0.707106781186548,0,0
272,5,0,0,0
273,8,0.577350269189626,0,0
274,111,0.967448773985275,0,0
275,49,0.974954076743199,0,0
276,21,0.845342710290859,0,0
277,16,0.879049072991533,0,0
278,25,0.827692684814505,0,0
279,65,0.875827829580054,0,0
280,14,0.865391230740588,0,0
281,36,0.917777382408575,0,0
282,5,0,0,0
283,69,0.843733113838982,0,0
284,5,0,0,0
285,62,0.79527052804595,0,0
286,46,0.853123306609949,0,0
287,90,0.914229891682667,0,0
288,107,0.801183348645309,0,0
289,13,0.925477467031678,0,0
290,136,0.818680353282012,0,0
291,272,0.851604626734215,0,1
292,38,0.93238926897198,0,0
293,10,0.616441400296898,0,0
294,8,0.816496580927726,0,0
295,103,0.684324104378312,0,1
296,130,0.976932284821919,0,0
297,65,0.90486220150598,0,0
298,106,0.941387279170498,0,0
299,95,0.618023153117803,0,1
300,78,0.874206790987247,0,0
301,12,0.76916188342488,0,0
302,13,0.72966086717678,0,0
303,5,0,0,0
304,5,0,0,0
305,10,0.616441400296898,0,0
306,35,0.90368267287344,0,0
307,11,0.644658371220304,0,0
308,5,0,0,0
309,51,0.864494068916962,0,0
310,116,0.929614592689944,0,0
311,8,0.577350269189626,0,0
312,5,0,0,0
313,64,0.867668212861895,0,0
314,5,0,0,0
315,14,0.629288982059086,0,0
316,48,0.642511530639321,0,0
317,5,0,0,0
318,8,0.816496580927726,0,0
319,53,0.550034362948742,0,1
320,5,0,0,0
321,53,0.862939874140261,0,0
322,33,0.73452114983627,0,0
323,23,0.772394983765456,0,0
324,5,0,0,0
325,5,0,0,0
326,8,0.816496580927726,0,0
327,26,0.922032153884031,0,0
328,61,0.937729793500195,0,0
329,14,0.629288982059086,0,0
330,75,0.934614403829671,0,0
331,34,0.711261927073704,0,0
332,16,0.653676575132502,0,0
333,104,0.844527211027358,0,0
334,10,0.616441400296898,0,0
335,23,0.592781539788508,0,0
336,8,0.577350269189626,0,0
337,5,0,0,0
338,46,0.92282840684731,0,0
339,33,0.729334424401766,0,0
340,34,0.911571255813301,0,0
341,8,0.577350269189626,0,0
342,8,0.816496580927726,0,0
343,10,0.616441400296898,0,0
344,54,0.909890346028278,0,0
345,23,0.87680163641214,0,0
346,5,0,0,0
347,5,0,0,0
348,39,0.895889040121818,0,0
349,8,0.577350269189626,0,0
350,8,0.577350269189626,0,0
351,5,0,0,0
352,44,0.800947357810053,0,0
353,5,0,0,0
354,12,0.767578652189816,0,0
355,26,0.882663801189211,0,0
356,5,0,0,0
357,5,0,0,0
358,17,0.720119424838306,0,0
359,48,0.791001320516267,0,0
360,11,0.755928946018454,0,0
361,23,0.634803852971484,0,0
362,18,0.722659138358285,0,0
363,5,0,0,0
364,5,0,0,0
365,79,0.932172222871288,0,0
366,40,0.748905979640929,0,0
367,10,0.616441400296898,0,0
368,13,0.849643155168251,0,0
369,37,0.964980144823382,0,0
370,24,0.787608743671691,0,0
371,25,0.867761155147893,0,0
372,16,0.95191630306394,0,0
373,21,0.922845350943679,0,0
374,31,0.765708885278996,0,0
375,143,0.841280762097204,0,0
376,25,0.928260351042693,0,0
377,28,0.84382575287064,0,0
378,5,0,0,0
379,22,0.832212293376798,0,0
380,8,0.577350269189626,0,0
381,16,0.795439065430607,0,0
382,8,0.577350269189626,0,0
383,11,0.819334278607287,0,0
384,5,0,0,0
385,56,0.907390872671694,0,0
386,37,0.860162765920714,0,0
387,33,0.850270108237438,0,0
388,25,0.941395229666793,0,0
389,43,0.689571027310953,0,0
390,5,0,0,0
391,18,0.942930598797757,0,0
392,27,0.293963594186591,0,1
393,8,0.816496580927726,0,0
394,34,0.903844668608104,0,0
395,18,0.884947755588137,0,0
396,46,0.88013678538497,0,0
397,18,0.911551065505888,0,0
398,29,0.867677880285844,0,0
399,30,0.892686715546334,0,0
400,8,0.577350269189626,0,0
401,12,0.767578652189816,0,0
402,85,0.915515269666094,0,0
403,40,0.674792287097447,0,0
404,5,0,0,0
405,8,0.816496580927726,0,0
406,5,0,0,0
407,93,0.823492456553987,0,0
408,21,0.821886178394604,0,0
409,5,0,0,0
410,8,0.816496580927726,0,0
411,5,0,0,0
412,43,0.925766705287873,0,0
413,37,0.894177949896172,0,0
414,10,0.616441400296898,0,0
415,62,0.682750940280839,0,0
416,39,0.907857418017351,0,0
417,15,0.821501115609943,0,0
418,13,0.849643155168251,0,0
419,5,0,0,0
420,18,0.892467275735202,0,0
421,19,0.926065173350184,0,0
422,154,0.90368282571647,0,1
423,13,0.72966086717678,0,0
424,73,0.460913365005812,0,1
425,20,0.818842715067822,0,0
426,59,0.942625459233723,0,0
427,44,0.850709037346247,0,0
428,25,0.778965353201032,0,0
429,8,0.577350269189626,0,0
430,5,0,0,0
431,5,0,0,0
432,41,0.888419287801041,0,0
433,50,0.787198264018369,0,0
434,38,0.912824361086151,0,0
435,20,0.876682056718072,0,0
436,5,0,0,0
437,5,0,0,0
438,24,0.904463129028114,0,0
439,31,0.757564694176909,0,0
440,30,0.633368211190622,0,0
441,8,0.816496580927726,0,0
442,55,0.785503802423993,0,0
443,18,0.805863309018106,0,0
444,44,0.933972734798102,0,0
445,16,0.729746962174511,0,0
446,14,0.632154645557942,0,0
447,19,0.654065941091281,0,0
448,8,0.577350269189626,0,0
449,34,0.889128181509308,0,0
450,5,0,0,0
451,5,0,0,0
452,25,0.651036399924037,0,0
453,39,0.916301723655219,0,0
454,5,0,0,0
455,39,0.868789147328344,0,0
456,26,0.767215931693417,0,0
457,8,0.577350269189626,0,0
458,26,0.877517510296217,0,0
459,78,0.93017821599978,0,0
460,8,0.816496580927726,0,0
461,89,0.601866886699085,0,1
462,5,0,0,0
463,15,0.908335227929301,0,0
464,43,0.72653231233911,0,0
465,15,0.558503899274291,0,0
466,61,0.819967511437272,0,0
467,5,0,0,0
468,51,0.627731536335518,0,0
469,13,0.889848914160572,0,0
470,81,0.915590737591072,0,0
471,5,0,0,0
472,9,0.845154254728517,0,0
473,124,0.814239072863729,0,0
474,112,0.918082050922653,0,0
475,103,0.927265555794924,0,0
476,29,0.415143535846094,0,0
477,24,0.544636145431299,0,0
478,37,0.715929461125273,0,0
479,22,0.79804713610145,0,0
480,5,0,0,0
481,11,0.819334278607287,0,0
482,22,0.935524778704577,0,0
483,5,0,0,0
484,73,0.612291870955166,0,1
485,5,0,0,0
486,5,0,0,0
487,17,0.693913804500012,0,0
488,45,0.885360927672463,0,0
489,49,0.931502568219056,0,0
490,84,0.674045916627171,0,1
491,16,0.877058019307029,0,0
492,12,0.556348640264187,0,0
493,30,0.892595129163736,0,0
494,18,0.586685734455897,0,0
495,70,0.814707456343744,0,0
496,9,0.845154254728517,0,0
497,36,0.729028261895519,0,0
498,35,0.920222467218712,0,0
499,51,0.775204232843244,0,0
500,17,0.656255994342082,0,0
501,31,0.854123302996242,0,0
502,8,0.816496580927726,0,0
503,12,0.556348640264187,0,0
504,51,0.929414132299806,0,0
505,28,0.850542131123282,0,0
506,8,0.577350269189626,0,0
507,5,0,0,0
508,43,0.957210767878836,0,0
509,27,0.8544876911384,0,0
510,86,0.95088504611149,0,0
511,5,0,0,0
512,8,0.577350269189626,0,0
513,5,0,0,0
514,16,0.681385143869247,0,0
515,30,0.901396411247023,0,0
516,21,0.901653416920992,0,0
517,150,0.975078246327774,0,0
518,56,0.889332824670605,0,0
519,61,0.913081222267501,0,0
520,15,0.888201850593383,0,0
521,101,0.928471819275106,0,0
522,14,0.629288982059086,0,0
523,130,0.934947264607373,0,0
524,5,0,0,0
525,8,0.816496580927726,0,0
526,5,0,0,0
527,17,0.86459230261771,0,0
528,8,0.816496580927726,0,0
529,5,0,0,0
530,10,0.616441400296898,0,0
531,10,0.616441400296898,0,0
532,5,0,0,0
533,16,0.337099931231621,0,1
534,19,0.922174443605134,0,0
535,22,0.72063542599406,0,0
536,72,0.824848112819476,0,0
537,39,0.652255112515723,0,0
538,45,0.881643411898977,0,0
539,5,0,0,0
540,34,0.92909261413234,0,0
541,12,0.881414830562367,0,0
542,113,0.912680302209904,0,0
543,20,0.774923256593246,0,0
544,10,0.616441400296898,0,0
545,70,0.939502602534849,0,0
546,11,0.819334278607287,0,0
547,11,0.819334278607287,0,0
548,12,0,0,0
549,80,0.788214988276229,0,0
550,5,0,0,0
551,139,0.919140580157561,0,0
552,13,0.677552705684109,0,0
553,16,0.802786387959804,0,0
554,43,0.833068881736146,0,0
555,43,0.807175109738402,0,0
556,5,0,0,0
557,14,0.629288982059086,0,0
558,21,0.529608327669067,0,0
559,26,0.67425738555686,0,0
560,46,0.791165024291396,0,0
561,53,0.883968524672595,0,0
562,5,0,0,0
563,8,0.577350269189626,0,0
564,18,0.689448110879935,0,0
565,10,0.870388279778489,0,0
566,18,0.934333348966244,0,0
567,45,0.818237911745134,0,0
568,8,0.577350269189626,0,0
569,15,0.881236249829772,0,0
570,57,0.877588627929136,0,0
571,14,0.629288982059086,0,0
572,8,0.816496580927726,0,0
573,19,0.947659282641707,0,0
574,16,0.887739918332245,0,0
575,8,0.577350269189626,0,0
576,127,0.918092044378993,0,0
577,33,0.927111186464859,0,0
578,33,0.79072962066165,0,0
579,20,0.895031135208097,0,0
580,55,0.506730429585762,0,1
581,5,0,0,0
582,127,0.743044751654738,0,1
583,10,0.616441400296898,0,0
584,65,0.742665900715006,0,0
585,8,0.577350269189626,0,0
586,42,0.947937622588033,0,0
587,166,0.959209373308727,0,0
588,36,0.664304342147349,0,0
589,8,0.577350269189626,0,0
590,5,0,0,0
591,26,0.777207334745648,0,0
592,93,0.921668372003254,0,0
593,71,0.921066099331279,0,0
594,101,0.891625716636671,0,0
595,70,0.893219192759147,0,0
596,5,0,0,0
597,27,0.697948428666576,0,0
598,38,0.827085088966556,0,0
599,5,0,0,0
600,102,0.983716912763589,0,0
601,5,0,0,0
602,41,0.887603069801085,0,0
603,39,0.879461349495045,0,0
604,13,0,0,0
605,84,0.634197568216217,0,1
606,55,0.591742971964434,0,1
607,5,0,0,0
608,15,0.907179034397921,0,0
609,8,0.816496580927726,0,0
610,8,0.577350269189626,0,0
611,5,0,0,0
612,8,0.816496580927726,0,0
613,64,0.931621244448591,0,0
614,28,0.766741581347904,0,0
615,16,0.788094903370938,0,0
616,5,0,0,0
617,5,0,0,0
618,71,0.82360559113721,0,0
619,13,0.925477467031678,0,0
620,16,0.908749388749498,0,0
621,13,0.72966086717678,0,0
622,16,0.930616858041281,0,0
623,18,0.892467275735202,0,0
624,8,0.816496580927726,0,0
625,14,0.909308712171201,0,0
626,5,0,0,0
627,5,0,0,0
628,14,0.865391230740588,0,0
629,10,0.616441400296898,0,0
630,82,0.830140131547207,0,0
631,5,0,0,0
632,5,0,0,0
633,5,0,0,0
634,19,0.721272905817637,0,0
635,16,0.788094903370938,0,0
636,134,0.863172042486772,0,0
637,52,0.832781143954883,0,0
638,46,0.823703935759825,0,0
639,29,0.921330112347346,0,0
640,36,0.941011410140481,0,0
641,10,0.616441400296898,0,0
642,20,0.932108632206442,0,0
643,8,0.577350269189626,0,0
644,24,0.925429204446354,0,0
645,5,0,0,0
646,43,0.894883471416003,0,0
647,5,0,0,0
648,5,0,0,0
649,5,0,0,0
650,46,0.939511041361626,0,0
651,23,0.711243299584087,0,0
652,5,0,0,0
653,19,0.852229793857898,0,0
654,14,0.829925002758732,0,0
655,5,0,0,0
656,5,0,0,0
657,15,0.830838473683296,0,0
658,8,0.577350269189626,0,0
659,16,0.921954445729289,0,0
660,68,0.862416684117123,0,0
661,66,0.805056233097298,0,0
662,5,0,0,0
663,8,0.577350269189626,0,0
664,230,0.711112659074055,0,1
665,18,0.703591808834646,0,0
666,8,0.577350269189626,0,0
667,40,0.769746298007259,0,0
668,29,0.732833821003565,0,0
669,5,0,0,0
670,5,0,0,0
671,5,0,0,0
672,5,0,0,0
673,17,0.86459230261771,0,0
674,47,0.744137574393984,0,0
675,28,0.888808211740922,0,0
676,251,0.73073101841788,0,1
677,8,0.816496580927726,0,0
678,5,0,0,0
679,8,0.577350269189626,0,0
680,33,0.702665382252861,0,0
681,58,0.612901063244247,0,1
682,10,0.921442675250927,0,0
683,5,0,0,0
684,44,0.824017054360302,0,0
685,29,0.773712949107509,0,0
686,10,0.616441400296898,0,0
687,8,0.577350269189626,0,0
688,120,0.823386198247371,0,0
689,40,0.679991414551387,0,0
690,5,0,0,0
691,12,0.556348640264187,0,0
692,54,0.726438449129984,0,0
693,21,0.924838833730013,0,0
694,16,0.879049072991533,0,0
695,14,0.829925002758732,0,0
696,5,0,0,0
697,8,0.577350269189626,0,0
698,5,0,0,0
699,5,0,0,0
700,72,0.84223684217542,0,0
701,53,0.870053448265266,0,0
702,60,0.786762924899074,0,0
703,14,0.629288982059086,0,0
704,67,0.923815736537383,0,0
705,101,0.97299275610342,0,0
706,18,0.901644587940815,0,0
707,19,0.88196090013867,0,0
708,5,0,0,0
709,35,0.721867726128768,0,0
710,23,0.766694135444437,0,0
711,5,0,0,0
712,5,0,0,0
713,15,0.900898699032553,0,0
714,103,0.961440481187056,0,0
715,17,0.656255994342082,0,0
716,81,0.722604863722877,0,0
717,66,0.866764079476762,0,0
718,10,0.616441400296898,0,0
719,11,0.912870929175277,0,0
720,63,0.954754102854811,0,0
721,5,0,0,0
722,5,0,0,0
723,5,0,0,0
724,89,0.743405875132972,0,0
725,5,0,0,0
726,5,0,0,0
727,46,0.822259755606653,0,0
728,55,0.781274757428876,0,0
729,17,0.707106781186547,0,0
730,20,0.839518661261296,0,0
731,11,0.755928946018454,0,0
732,26,0.731148895576205,0,0
733,41,0.874770720814551,0,0
734,39,0.561734082699355,0,0
735,230,0.906636827023385,0,1
736,57,0.701857234267122,0,0
737,50,0.882912670107627,0,0
738,42,0.897588107294694,0,0
739,43,0.968716998007175,0,0
740,25,0.905948519677545,0,0
741,12,0.767578652189816,0,0
742,5,0,0,0
743,14,0.629288982059086,0,0
744,30,0.805109235610501,0,0
745,13,0.645233702322069,0,0
746,8,0.577350269189626,0,0
747,10,0.616441400296898,0,0
748,56,0.920311939911907,0,0
749,118,0.614531139876866,0,1
750,41,0.873809671332153,0,0
751,8,0.577350269189626,0,0
752,26,0.737311624405974,0,0
753,32,0.850946504012785,0,0
754,8,0.577350269189626,0,0
755,49,0.524161692156246,0,1
756,5,0,0,0
757,153,0.982052651208796,0,0
758,61,0.935145818805652,0,0
759,156,0.923135656496039,0,0
760,43,0.877680635822687,0,0
761,5,0,0,0
762,17,0.779840114394777,0,0
763,5,0,0,0
764,10,0.616441400296898,0,0
765,17,0.629345632110235,0,0
766,12,0.881526961176874,0,0
767,52,0.773112712351935,0,0
768,70,0.865968356555975,0,0
769,13,0.830708276629804,0,0
770,64,0.707586111697885,0,0
771,5,0,0,0
772,20,0.788992319919106,0,0
773,5,0,0,0
774,5,0,0,0
775,92,0.660986303670825,0,1
776,5,0,0,0
777,60,0.815887604157507,0,0
778,12,0.556348640264187,0,0
779,10,0.921442675250927,0,0
780,10,0.616441400296898,0,0
781,10,0.870388279778489,0,0
782,98,0.943097975136989,0,0
783,29,0.812669750652289,0,0
784,11,0.912870929175277,0,0
785,44,0.93140584722218,0,0
786,5,0,0,0
787,15,0.888201850593383,0,0
788,5,0,0,0
789,44,0.801094250463347,0,0
790,5,0,0,0
791,27,0.795919104174892,0,0
792,16,0.948742876071992,0,0
793,76,0.841996635635072,0,0
794,10,0.616441400296898,0,0
795,5,0,0,0
796,23,0.80174792107905,0,0
797,5,0,0,0
798,55,0.919367214099394,0,0
799,5,0,0,0
800,34,0.819658471308489,0,0
801,5,0,0,0
802,35,0.485072220828619,0,0
803,19,0.820354554319689,0,0
804,8,0.816496580927726,0,0
805,168,0.958332126468445,0,0
806,10,0.616441400296898,0,0
807,20,0.772010362624751,0,0
808,5,0,0,0
809,27,0.83136208640869,0,0
810,24,0.740724352489967,0,0
811,5,0,0,0
812,5,0,0,0
813,5,0,0,0
814,147,0.866062754232339,0,1
815,12,0.767578652189816,0,0
816,8,0.577350269189626,0,0
817,8,0.577350269189626,0,0
818,156,0.958609489053988,0,0
819,14,0.629288982059086,0,0
820,26,0.740460382939642,0,0
821,5,0,0,0
822,32,0.933548299404617,0,0
823,22,0.815047617448415,0,0
824,13,0.889848914160572,0,0
825,5,0,0,0
826,5,0,0,0
827,61,0.920488652605797,0,0
828,73,0.822084239928217,0,0
829,102,0.84422454742473,0,0
830,82,0.707622539966686,0,0
831,67,0.682907050237526,0,0
832,78,0.913014484805188,0,0
833,5,0,0,0
834,46,0.924755515309071,0,0
835,11,0.644658371220304,0,0
836,22,0.531609533071195,0,0
837,144,0.711428235721031,0,1
838,5,0,0,0
839,34,0.947046629084758,0,0
840,10,0.616441400296898,0,0
841,10,0.616441400296898,0,0
842,41,0.849943959628732,0,0
843,18,0.689448110879935,0,0
844,49,0.849980985946156,0,0
845,17,0.761883879071682,0,0
846,8,0.816496580927726,0,0
847,24,0.780387829703645,0,0
848,24,0.864643803236199,0,0
849,11,0.819334278607287,0,0
850,8,0.577350269189626,0,0
851,93,0.931739863562549,0,0
852,8,0.816496580927726,0,0
853,21,0.892759799866199,0,0
854,199,0.822496311240613,0,1
855,11,0.755928946018454,0,0
856,30,0.562616351656117,0,0
857,11,0.912870929175277,0,0
858,46,0.887975001100125,0,0
859,32,0.930637190439347,0,0
860,5,0,0,0
861,16,0.951319961591963,0,0
862,15,0.790772024495446,0,0
863,5,0,0,0
864,54,0.558469262751125,0,1
865,31,0.543896769577272,0,0
866,57,0.809194359819492,0,0
867,5,0,0,0
868,77,0.677657995116509,0,1
869,8,0.577350269189626,0,0
870,12,0.767578652189816,0,0
871,8,0.816496580927726,0,0
872,5,0,0,0
873,36,0.870755863525817,0,0
874,51,0.867176320903362,0,0
875,5,0,0,0
876,17,0.656255994342082,0,0
877,51,0.94280068371421,0,0
878,10,0.616441400296898,0,0
879,5,0,0,0
880,5,0,0,0
881,37,0.942240358308677,0,0
882,71,0.939945514467933,0,0
883,30,0.785041810453728,0,0
884,15,0.795332483216072,0,0
885,8,0.816496580927726,0,0
886,21,0.723631307106867,0,0
887,12,0.556348640264187,0,0
888,5,0,0,0
889,8,0.577350269189626,0,0
890,5,0,0,0
891,5,0,0,0
892,40,0.567681969677347,0,0
893,55,0.942929392697135,0,0
894,5,0,0,0
895,9,0.845154254728517,0,0
896,17,0.550017750427068,0,0
897,16,0.740971222810684,0,0
898,161,0.871844864795525,0,1
899,13,0.72966086717678,0,0
900,5,0,0,0
901,8,0.577350269189626,0,0
902,64,0.849934238243866,0,0
903,173,0.751839139409996,0,1
904,25,0.882820920209602,0,0
905,5,0,0,0
906,16,0.874965391929668,0,0
907,8,0.577350269189626,0,0
908,259,0.860820875194447,0,1
909,68,0.782198230772924,0,0
910,61,0.908994247682197,0,0
911,5,0,0,0
912,14,0.905898866952184,0,0
913,8,0.577350269189626,0,0
914,35,0.850810029698188,0,0
915,28,0.961575904353326,0,0
916,28,0.937651865215967,0,0
917,151,0.88220248645669,0,1
918,18,0.901644587940815,0,0
919,5,0,0,0
920,89,0.858093625594758,0,0
921,11,0.755928946018454,0,0
922,15,0.821501115609943,0,0
923,18,0.80062466200828,0,0
924,5,0,0,0
925,5,0,0,0
926,5,0,0,0
927,10,0.928476690885259,0,0
928,16,0.921751388533263,0,0
929,5,0,0,0
930,23,0.639265282447488,0,0
931,5,0,0,0
932,11,0.644658371220304,0,0
933,5,0,0,0
934,17,0.815318733260912,0,0
935,16,0.795103758199883,0,0
