label,area,eccentricity,yfit
87,42,0.735396465881107,0
88,53,0.895606087802992,0
89,47,0.820074752938527,0
90,86,0.781781667420345,0
91,18,0.707106781186548,0
92,23,0.588348405414552,0
93,72,0.854902343368215,0
94,135,0.9479646114369,0
95,255,0.937003302584265,1
96,1267,0.998062696998613,0
97,121,0.789758112708838,1
98,45,0.645008796045697,0
99,1180,0.983475727556303,0
100,13,0,0
101,68,0.781055056557137,0
102,35,0.718680225144469,0
103,99,0.89048536589414,0
104,26,0.764238219351265,0
105,49,0.866674308874746,0
106,23,0.588348405414552,0
107,13,0,0
108,13,0,0
109,24,0.424603887804223,0
110,46,0.905805722994406,0
111,88,0.912853797129108,0
112,23,0.588348405414552,0
113,166,0.754248719160564,1
114,191,0.837837915049829,1
115,13,0,0
116,59,0.896514860802523,0
117,41,0.826184864838349,0
118,186,0.985270638171672,0
119,164,0.561377237087396,1
120,13,0,0
121,179,0.913406046012278,1
122,13,0,0
123,18,0.707106781186548,0
124,48,0.935163787313832,0
125,303,0.678970657707671,1
126,13,0,0
127,24,0.672497203155418,0
128,149,0.403076085529865,1
129,30,0.552397372498148,0
130,586,0.970678098061089,1
131,160,0.601858720413221,1
132,52,0.836991097286698,0
133,42,0.825768247691239,0
134,76,0.901846514754204,0
135,13,0,0
136,626,0.901710607848322,1
137,84,0.79080986777497,0
138,13,0,0
139,123,0.633103398247107,1
140,18,0.397359707119513,0
141,13,0,0
142,195,0.126247517849647,1
143,119,0.569978617997362,1
144,244,0.982376340523746,0
145,34,0.557530539076617,0
146,1360,0.977559879489877,0
147,18,0.397359707119513,0
148,33,0.847876745602404,0
149,450,0.908881812881958,1
150,272,0.570940278387938,1
151,13,0,0
152,13,0,0
153,250,0.783616902114921,1
154,45,0.437878859818041,0
155,174,0.95069959888743,0
156,28,0.74287866670403,0
157,343,0.945691291902501,1
158,221,0.936862128926483,1
159,140,0.88634302800075,1
160,256,0.889891773729501,1
161,13,0,0
162,61,0.825473813886523,0
163,169,0.809683114998864,1
164,18,0.397359707119513,0
165,144,0.459440304127066,1
166,472,0.915371813865097,1
167,700,0.795884732510643,1
168,42,0.664787559719583,0
169,211,0.484837624619648,1
170,29,0.716353066215517,0
171,165,0.898329738358225,1
172,44,0.854255937326072,0
173,73,0.927571968399193,0
174,60,0.655739631582829,0
175,257,0.858155579207101,1
176,91,0.881524995847748,0
177,951,0.617736763790732,1
178,18,0.397359707119513,0
179,157,0.654797584529149,1
180,35,0.485633066887612,0
181,18,0.707106781186548,0
182,13,0,0
183,1086,0.985247725174375,0
184,21,0.521640530957301,0
185,53,0.505578222672468,1
186,70,0.725804281734908,0
187,34,0.891521637433597,0
188,13,0,0
189,579,0.80652491524506,1
190,27,0.709139162812026,0
191,1021,0.882043264135723,1
192,46,0.819794618039863,0
193,131,0.319156423021544,1
194,275,0.879136640356202,1
195,33,0.726876746529108,0
196,397,0.818236647118998,1
197,13,0,0
198,296,0.720840867370624,1
199,21,0.521640530957301,0
200,129,0.944927021890059,0
201,18,0.397359707119513,0
202,59,0.495461193425743,1
203,183,0.480839797522765,1
204,438,0.97216419617838,1
205,271,0.994757984038772,0
206,155,0.963322774646516,0
207,67,0.87165903467818,0
208,18,0.397359707119513,0
209,566,0.915746666703335,1
210,275,0.360417822057038,1
211,87,0.755056261406086,0
212,31,0.90083880021707,0
213,132,0.368457048204395,1
214,71,0.780095098337869,0
215,30,0.632455532033676,0
216,84,0.622646452649596,1
217,26,0.764238219351265,0
218,13,0,0
219,585,0.347517775221899,1
220,121,0.853948694935685,0
221,18,0.397359707119513,0
222,59,0.86794558918192,0
223,33,0.925820099772552,0
224,128,0.334682997561038,1
225,177,0.520120223390919,1
226,148,0.374520709052288,1
227,21,0.521640530957301,0
228,21,0.521640530957301,0
229,335,0.941339683192195,1
230,100,0.456745045498857,1
231,933,0.606995348757218,1
232,154,0.981797775994322,0
233,432,0.385799423759675,1
234,102,0.469301982407744,1
235,181,0.503595596262244,1
236,200,0.284482963802428,1
237,111,0.623848031622993,1
238,346,0.88276449957442,1
239,492,0.957037583640648,1
240,553,0.821754290198779,1
241,75,0.643298624612484,1
242,110,0.169950532349857,1
243,233,0.607551137228991,1
244,41,0.590135484798503,0
245,194,0.864869327627759,1
246,110,0.425891122443181,1
247,465,0.291285230357481,1
248,72,0.849858090328694,0
249,18,0.397359707119513,0
250,24,0.84079161251511,0
251,241,0.880117427410226,1
252,140,0.730404519624308,1
253,141,0.548667897087806,1
254,176,0.813228021802607,1
255,135,0.357325578076142,1
256,133,0.758721258232698,1
257,963,0.688330172548239,1
258,322,0.916929902629421,1
259,151,0.403839585470321,1
260,13,0,0
261,23,0.708664665903118,0
262,15445,0.979948576349192,0
263,168,0.861524944532042,1
264,249,0.784982751931387,1
265,42,0.830765816690911,0
266,214,0.847746535494279,1
267,74,0.715067081232978,0
268,274,0.477118347516416,1
269,243,0.312605210252658,1
270,280,0.728023289170495,1
271,134,0.863102910443515,0
272,18,0.397359707119513,0
273,72,0.48918384687253,1
274,740,0.342360454067152,1
275,640,0.974633500298622,1
276,393,0.872481592295227,1
277,166,0.862046092812888,1
278,78,0.448450568613965,1
279,69,0.412283583893735,1
280,747,0.579919077439243,1
281,98,0.583373333566747,1
282,270,0.848755405210142,1
283,174,0.430527298247639,1
284,24,0.672497203155418,0
285,318,0.988629208248549,0
286,196,0.943359928649152,0
287,18,0.707106781186548,0
288,78,0.39674651598948,1
289,13,0,0
290,326,0.77520775246186,1
291,78,0.509770524901966,1
292,178,0.598763907287219,1
293,52,0.921172857974711,0
294,172,0.734395888493222,1
295,129,0.481836221810378,1
296,626,0.30170208711742,1
297,817,0.434596856036708,1
298,259,0.749033789044085,1
299,403,0.834023183661964,1
300,66,0.53507677535396,1
301,13,0,0
302,18,0.397359707119513,0
303,326,0.806577690739558,1
304,52,0.495557726070808,1
305,247,0.814114428956305,1
306,118,0.385078201096364,1
307,72,0.387462274957579,1
308,271,0.87331769837838,1
309,40,0.566018956652527,0
310,24,0.424603887804223,0
311,631,0.88942283949225,1
312,27,0.75030857849485,0
313,40,0.420970577147465,0
314,460,0.874056578025256,1
315,119,0.847428823178152,0
316,134,0.887732322630873,0
317,153,0.800415734279468,1
318,13,0,0
319,145,0.46477364955883,1
320,898,0.862384949094761,1
321,56,0.802601068444743,0
322,54,0.901032565901684,0
323,712,0.339806384650429,1
324,70,0.382097158228401,1
325,114,0.561490425023194,1
326,302,0.696325392614952,1
327,88,0.75688103881474,0
328,81,0.593391032601715,1
329,133,0.535359044427949,1
330,26,0.866666666666667,0
331,206,0.913602913155457,1
332,13,0,0
333,121,0.710871362955811,1
334,154,0.400042316640216,1
335,21,0.521640530957301,0
336,182,0.873261366954649,1
337,823,0.784058965903561,1
338,376,0.732342852277368,1
339,203,0.662407830770545,1
340,275,0.890291515833962,1
341,185,0.669290999736713,1
342,72,0.572980796448148,1
343,132,0.314734970626026,1
344,628,0.911913334638731,1
345,740,0.519129652263657,1
346,344,0.988287153312679,0
347,71,0.186243914299949,1
348,90,0.928276883635508,0
349,13,0,0
350,47,0.721686833150142,0
351,59,0.758144171129326,0
352,157,0.642755991197998,1
353,33,0.73985390745478,0
354,50,0.502671153774797,1
355,217,0.948979212815699,0
356,102,0.874897131929711,0
357,179,0.869524017282986,1
358,102,0.392614008172771,1
359,811,0.842077430533295,1
360,114,0.542070196907427,1
361,508,0.570492998504439,1
362,260,0.902720855094855,1
363,130,0.801660722326719,0
364,425,0.801435965091136,1
365,94,0.454335482132765,1
366,71,0.563897463274739,1
367,85,0.64352260487368,1
368,146,0.235010368095953,1
369,121,0.220850878802296,1
370,32,0.301511344577764,1
371,785,0.57290233308257,1
372,244,0.699763868455556,1
373,747,0.702796999206735,1
374,667,0.543738262804673,1
375,210,0.762869575606127,1
376,177,0.726022170974669,1
377,276,0.956537682574489,0
378,141,0.885782060844109,1
379,136,0.530159654224255,1
380,65,0.315450438431598,1
381,13,0,0
382,107,0.416960453969336,1
383,1192,0.841682338025048,1
384,83,0.784964027495796,0
385,79,0.636834317815539,1
386,70,0.469893474052837,1
387,13,0,0
388,405,0.978598720866673,0
389,101,0.526569427228899,1
390,82,0.620056961511597,1
391,83,0.390718626590193,1
392,424,0.781583583142744,1
393,81,0.983696981567075,0
394,23,0.836660026534076,0
395,170,0.794672518534989,1
396,99,0.66510978863071,1
397,222,0.540012365908444,1
398,294,0.777830386093078,1
399,109,0.768713248441337,1
400,193,0.80455106599469,1
401,47,0.347718972208786,1
402,59,0.220415350908058,1
403,184,0.78305149782227,1
404,59,0.804222089848186,0
405,55,0.586058436716945,1
406,143,0.601661816727136,1
407,117,0.740008475029549,1
408,264,0.541676876128228,1
409,18,0.707106781186548,0
410,86,0.634553593964461,1
411,161,0.714361715708697,1
412,402,0.987747575029275,0
413,52,0.679638971654384,0
414,360,0.812206531386762,1
415,92,0.807012375012861,0
416,13,0,0
417,142,0.563960423677658,1
418,167,0.301198744609691,1
419,105,0.907557355611075,0
420,249,0.905173744443732,1
421,96,0.393915317070551,1
422,224,0.95398063865001,0
423,13,0,0
424,803,0.871829558320222,1
425,144,0.278397778375223,1
426,290,0.62283212101211,1
427,32,0.632455532033676,0
428,221,0.709092586018963,1
429,26,0.786595994835162,0
430,493,0.903851530071841,1
431,196,0.479868328093821,1
432,286,0.885805243139657,1
433,146,0.391303747930617,1
434,13,0,0
435,44,0.766974440447621,0
436,28,0.487189989227111,0
437,13,0,0
438,165,0.736443696843839,1
439,85,0.588144223193262,1
440,74,0.409020356623059,1
441,114,0.747762501819826,1
442,132,0.407976085552666,1
443,52,0.569551167162034,1
444,13,0,0
445,454,0.967369276911442,1
446,612,0.998192373946345,0
447,13,0,0
448,96,0.418477823933897,1
449,340,0.872168601644263,1
450,180,0.648923638269175,1
451,139,0.594079461770315,1
452,862,0.806552216357184,1
453,87,0.576497768200714,1
454,701,0.401640806967974,1
455,165,0.542228207784042,1
456,382,0.954880758657783,1
457,744,0.255754130185588,1
458,377,0.950257973696666,1
459,149,0.610812120211616,1
460,42,0.701790046743491,0
461,202,0.279439019484014,1
462,228,0.98076895113918,0
463,143,0.231108108155111,1
464,201,0.213246138896163,1
465,13,0,0
466,82,0.652084288327704,1
467,18,0.707106781186548,0
468,116,0.409176214304305,1
469,51,0.66219784251635,0
470,204,0.714516278429197,1
471,124,0.486823728755079,1
472,178,0.99319037872715,0
473,256,0.808687466842561,1
474,127,0.506310742630192,1
475,44,0.538333344502075,1
476,115,0.418332981771785,1
477,539,0.356243904991365,1
478,71,0.772014468677189,0
479,216,0.514678678155252,1
480,194,0.413032153963296,1
481,18,0.397359707119513,0
482,51,0.85629908900738,0
483,193,0.616145057968301,1
484,252,0.89294878940743,1
485,189,0.569917649160285,1
486,179,0.852354267315555,1
487,393,0.581787129356745,1
488,222,0.493960677225513,1
489,51,0.66864969332122,0
490,97,0.595055755780777,1
491,109,0.349853825199398,1
492,292,0.958500393763681,1
493,87,0.947325698963207,0
494,60,0.544319826246796,1
495,47,0.835477549275502,0
496,209,0.345179506144551,1
497,745,0.428895786289628,1
498,18,0.397359707119513,0
499,210,0.724721865996945,1
500,785,0.430936140097796,1
501,41,0.505381094473454,0
502,62,0.473319259690206,1
503,295,0.920358495741839,1
504,69,0.95024238964384,0
505,18,0.397359707119513,0
506,69,0.532711995055807,1
507,119,0.578488346989774,1
508,88,0.932186258252382,0
509,292,0.78861711928455,1
510,107,0.31686413618736,1
511,224,0.791494095698737,1
512,195,0.806665566160777,1
513,63,0.5819787710922,1
514,59,0.568614727330198,1
515,355,0.886645832440058,1
516,687,0.997875183136027,0
517,661,0.530625431639981,1
518,170,0.635667665105245,1
519,97,0.532750881711694,1
520,179,0.380356085788075,1
521,98,0.536909142953346,1
522,128,0.732889510368793,1
523,159,0.805071985281856,1
524,527,0.968654507631163,1
525,766,0.513152908506338,1
526,109,0.776902020285792,1
527,116,0.40635187712892,1
528,219,0.715352416217702,1
529,86,0.115885347181819,1
530,106,0.533381205560169,1
531,18,0.397359707119513,0
532,79,0.685322673349785,0
533,66,0.550776689988807,1
534,282,0.418950705575728,1
535,387,0.85313444116673,1
536,100,0.552066432137472,1
537,13,0,0
538,252,0.515446054410676,1
539,69,0.565783977051081,1
540,44,0.830225155304427,0
541,785,0.746242822158209,1
542,130,0.355104298381225,1
543,233,0.750381376927726,1
544,149,0.44513469632441,1
545,55,0.950376233287766,0
546,122,0.673238001202056,1
547,227,0.894574743183357,1
548,320,0.762876298720481,1
549,276,0.374986792416148,1
550,18,0.707106781186548,0
551,13,0,0
552,762,0.59875155641032,1
553,348,0.89218841260555,1
554,99,0.520400346163996,1
555,135,0.56838171745537,1
556,162,0.8873328540153,1
557,13,0,0
558,114,0.237168295170925,1
559,43,0.93513177807567,0
560,99,0.514986561057068,1
561,303,0.668829891841006,1
562,27,0.535500946383287,0
563,117,0.839410159090703,0
564,238,0.492415866454972,1
565,442,0.840481894120679,1
566,90,0.794953719424998,0
567,193,0.861235076574769,1
568,31,0.707107530999818,0
569,28,0.74287866670403,0
570,236,0.492482531788042,1
571,136,0.606712570388788,1
572,196,0.7787111751122,1
573,107,0.512202300762471,1
574,377,0.883183055472272,1
575,199,0.338304171458081,1
576,24,0.789729409405516,0
577,151,0.583606972286629,1
578,49,0.814148434869038,0
579,79,0.487084212946073,1
580,84,0.900815656192728,0
581,43,0.928644900655819,0
582,138,0.54398288594745,1
583,26,0.571813892191965,0
584,180,0.828475947829093,1
585,185,0.687620644298249,1
586,114,0.407024244167147,1
587,272,0.912813538781091,1
588,117,0.693391869882472,1
589,139,0.311281752007744,1
590,411,0.994325805090445,0
591,123,0.422629889939127,1
592,13,0,0
593,83,0.11255378791244,1
594,142,0.349440564746582,1
595,97,0.595998270829471,1
596,13,0,0
597,71,0.443674865763394,1
598,145,0.700381640757216,1
599,13,0,0
600,447,0.562707803025197,1
601,121,0.569527056270234,1
602,110,0.332145404147536,1
603,112,0.646654298267701,1
604,405,0.832224494921051,1
605,64,0.480309114043095,1
606,193,0.232073377124214,1
607,132,0.330477982365857,1
608,121,0.72844028125221,1
609,91,0.362609841386668,1
610,334,0.619665645061872,1
611,131,0.419704787846502,1
612,33,0.467942778769622,0
613,402,0.533081721414043,1
614,238,0.575697025328997,1
615,276,0.924567371021284,1
616,86,0.43156099905005,1
617,175,0.56693212986996,1
618,13,0,0
619,69,0.796870058479021,0
620,281,0.87940965932891,1
621,72,0.253455050294594,1
622,112,0.603853921577533,1
623,13,0,0
624,163,0.387722553435639,1
625,144,0.581746748091984,1
626,313,0.892775948567,1
627,106,0.579343390897866,1
628,18,0.397359707119513,0
629,107,0.644756915638867,1
630,127,0.343214474452313,1
631,270,0.816268149830989,1
632,44,0.819391563738995,0
633,87,0.612957141646403,1
634,68,0.545813799587345,1
635,61,0.5914556925315,1
636,112,0.599237068901608,1
637,110,0.77947196310695,1
638,402,0.558113099769596,1
639,491,0.99149779222137,0
640,228,0.761483257105964,1
641,44,0.6450136685509,0
642,337,0.930465171850692,1
643,72,0.596925519083142,1
644,18,0.397359707119513,0
645,65,0.59548323644961,1
646,359,0.642353216129589,1
647,77,0.936869409054098,0
648,383,0.778668930431688,1
649,121,0.341888783269982,1
650,220,0.487466062105796,1
651,18,0.397359707119513,0
652,13,0,0
653,355,0.840495864760753,1
654,338,0.777878714787627,1
655,76,0.943207898962629,0
656,110,0.80131655549739,0
657,69,0.478169901186214,1
658,918,0.682401823726953,1
659,118,0.600568491931977,1
660,224,0.868459023686225,1
661,211,0.716763770085504,1
662,1111,0.764042223292975,1
663,1400,0.85330930027106,1
664,21,0.521640530957301,0
665,234,0.810420666563331,1
666,408,0.573339238164885,1
667,31,0.699317257434531,0
668,63,0.947730271714769,0
669,748,0.229668660236712,1
670,764,0.16291789459661,1
671,473,0.696244799445205,1
672,790,0.227043297980926,1
673,32,0.649744058223897,0
674,291,0.860146754505987,1
675,205,0.905336588454728,1
676,133,0.389123342859914,1
677,430,0.854793651821683,1
678,42,0.452335070136219,0
679,21,0.521640530957301,0
680,106,0.286306097206971,1
681,153,0.775826760388665,1
682,173,0.528403473735682,1
683,34,0.87226853210291,0
684,220,0.587059533319177,1
685,197,0.885352453542203,1
686,72,0.441564897034675,1
687,109,0.425768307262069,1
688,23,0.588348405414552,0
689,18,0.707106781186548,0
690,295,0.756952015718157,1
691,18,0.397359707119513,0
692,162,0.677022998345122,1
693,202,0.933330912694404,1
694,188,0.891593313961884,1
695,203,0.831821291225466,1
696,73,0.493917790608862,1
697,18,0.397359707119513,0
698,249,0.934212462264813,1
699,317,0.626451531689234,1
700,327,0.765363499676681,1
701,108,0.378803937745648,1
702,68,0.758763530401592,0
703,803,0.193911470382207,1
704,33,0.752036618321653,0
705,54,0.46539246903769,0
706,61,0.638455503678194,1
707,148,0.668563484263109,1
708,61,0.668447676397691,0
709,156,0.452907462583845,1
710,245,0.754168035444846,1
711,134,0.502850905233717,1
712,13,0,0
713,780,0.262707770276469,1
714,56,0.725378512287686,0
715,731,0.484193193057527,1
716,23,0.588348405414552,0
717,40,0.93341529979276,0
718,119,0.509710772582377,1
719,202,0.58377377723876,1
720,106,0.657740971852423,1
721,135,0.494744741027593,1
722,13,0,0
723,127,0.5406748474848,1
724,256,0.98900326340859,0
725,129,0.60145897360163,1
726,231,0.873211318358731,1
727,91,0.552345334989216,1
728,57,0.554432017919346,1
729,13,0,0
730,701,0.406263522518759,1
731,13,0,0
732,13,0,0
733,127,0.271630538906263,1
734,409,0.914806251814204,1
735,115,0.404380976637811,1
736,99,0.449809589187859,1
737,190,0.836294572096858,1
738,241,0.578758231618616,1
739,730,0.485015145116955,1
740,119,0.983088311141668,0
741,165,0.719310445906284,1
742,162,0.405962104746813,1
743,168,0.338780883230792,1
744,111,0.528050721297599,1
745,248,0.858883353438876,1
746,41,0.612217664277256,0
747,169,0.643944337793961,1
748,101,0.383417502921692,1
749,88,0.464578770979435,1
750,178,0.920861135810019,1
751,126,0.187728759235835,1
752,792,0.607245006563074,1
753,87,0.582073088487556,1
754,151,0.945185717396864,0
755,259,0.968227162413821,0
756,666,0.490828343376667,1
757,28,0.894427190999916,0
758,127,0.630061156003595,1
759,417,0.903245394874616,1
760,281,0.912083549467178,1
761,7763,0.99481775992002,0
762,60,0.825253099940125,0
763,166,0.633783932521063,1
764,368,0.78040749186465,1
765,31,0.820049417480794,0
766,153,0.522440835698577,1
767,24,0.672497203155418,0
768,186,0.422803558915916,1
769,13,0,0
770,74,0.316847057193489,1
771,47,0.803969936868746,0
772,86,0.390194788054457,1
773,213,0.765891997624007,1
774,113,0.791924674505681,0
775,126,0.566269352645431,1
776,204,0.964221148069752,0
777,89,0.46661635332604,1
778,27,0.528109445257467,0
779,200,0.902393347018559,1
780,787,0.488787232189423,1
781,54,0.948991638334981,0
782,258,0.762637744412741,1
783,836,0.384908095194888,1
784,74,0.436370310045475,1
785,189,0.450226652154731,1
786,233,0.435410948086496,1
787,278,0.851973576752555,1
788,13,0,0
789,85,0.67746736705083,1
790,269,0.775246433995051,1
791,26,0.605011574994585,0
792,53,0.621052894092717,0
793,587,0.925055608243414,1
794,60,0.616267974973113,1
795,489,0.944986981825994,1
796,18,0.397359707119513,0
797,302,0.989595918574116,0
798,235,0.628739076946946,1
799,138,0.944708728668364,0
800,98,0.359582252110461,1
801,474,0.39101159953844,1
802,41,0.728592860676958,0
803,92,0.466996160843541,1
804,76,0.647352805041027,1
805,41,0.817825464084152,0
806,92,0.708380707263113,0
807,319,0.803958276672245,1
808,90,0.456269037231258,1
809,424,0.947858478687465,1
810,69,0.514803356534983,1
811,37,0.895109647539481,0
812,162,0.961361408155756,0
813,92,0.723734124355474,0
814,115,0.714611379484508,1
815,48,0.580934188355735,0
816,120,0.558815009458563,1
817,300,0.602143762290018,1
818,18,0.397359707119513,0
819,152,0.443869782725097,1
820,268,0.502257422036338,1
821,72,0.901569346794439,0
822,67,0.489393714477848,1
823,293,0.764988869874799,1
824,32,0.301511344577764,1
825,146,0.675847645941171,1
826,121,0.389948142874184,1
827,185,0.513793784217724,1
828,146,0.310463058780715,1
829,61,0.51401691816337,1
830,155,0.546922769056129,1
831,141,0.468015390746809,1
832,35,0.717531522059146,0
833,13,0,0
834,213,0.552341118445663,1
835,1091,0.92014809707639,1
836,66,0.557174164705957,1
837,27,0.528109445257467,0
838,124,0.275285866337375,1
839,727,0.313077444325992,1
840,67,0.424223869919942,1
841,77,0.875136645519893,0
842,82,0.454733471911118,1
843,127,0.915227581720152,0
844,188,0.165052792101473,1
845,76,0.66641643036179,1
846,485,0.85573918913959,1
847,145,0.422267628029801,1
848,169,0.522610140093809,1
849,81,0.929838551029084,0
850,226,0.807584387270235,1
851,330,0.702261141994563,1
852,78,0.509780699018705,1
853,135,0.777684978318163,1
854,126,0.792131131916469,1
855,252,0.852652828301102,1
856,887,0.572253712727151,1
857,75,0.475680830885658,1
858,64,0.311703934520457,1
859,112,0.965156498664677,0
860,417,0.913275646774093,1
861,236,0.780443681023499,1
862,130,0.373336048812913,1
863,36,0.845798345451796,0
864,771,0.443728603170747,1
865,69,0.793580671756553,0
866,96,0.342102093774084,1
867,122,0.22821465288592,1
868,44,0.867932315621196,0
869,105,0.545868722770239,1
870,117,0.216832813954832,1
871,150,0.58757680075881,1
872,215,0.177942363681997,1
873,13,0,0
874,131,0.580604204711611,1
875,227,0.986920142144524,0
876,231,0.882554312023618,1
877,70,0.89238829795299,0
878,126,0.702300093348303,1
879,103,0.591399099289238,1
880,90,0.621008581550958,1
881,145,0.461006331224182,1
882,91,0.631677412822591,1
883,18,0.397359707119513,0
884,101,0.586260423247479,1
885,118,0.456268375131227,1
886,21,0.521640530957301,0
887,80,0.886751286210706,0
888,224,0.79814269985217,1
889,184,0.288169351533968,1
890,39,0.591446103506685,0
891,76,0.620521802047964,1
892,356,0.865436865839696,1
893,172,0.964398608725253,0
894,68,0.74710674901206,0
895,93,0.348415420568821,1
896,13,0,0
897,366,0.910579130491926,1
898,97,0.890991669525388,0
899,122,0.504015200339386,1
900,227,0.644965752918961,1
901,18,0.707106781186548,0
902,83,0.714476772884767,0
903,1033,0.675980867814942,1
904,122,0.415995779851122,1
905,42,0.814380681368982,0
906,70,0.363847620187179,1
907,175,0.633104525893119,1
908,28,0.724356985168239,0
909,106,0.571085021358416,1
910,109,0.896886568607636,0
911,318,0.997904700698851,0
912,206,0.898259568999152,1
913,52,0.466450718226101,0
914,59,0.369334832074751,1
915,915,0.27570182083867,1
916,46,0.572509539129162,0
917,140,0.383879776329343,1
918,226,0.684918277331797,1
919,87,0.619779186660172,1
920,163,0.474028789040385,1
921,141,0.243285848074098,1
922,64,0.174205794391676,1
923,256,0.821332774976837,1
924,192,0.76418220650626,1
925,314,0.900027006240238,1
926,327,0.584172660944391,1
927,47,0.536062787182811,1
928,227,0.906660039005296,1
929,101,0.466917103204188,1
930,238,0.74747649779847,1
931,234,0.827753153383726,1
932,368,0.444387740730604,1
933,80,0.692248735613677,0
934,550,0.930242078700439,1
935,106,0.653711995118057,1
936,268,0.778072021812978,1
937,13,0,0
938,77,0.601900465866953,1
939,97,0.755467272630622,1
940,92,0.974414485477348,0
941,60,0.74031928307165,0
942,18,0.397359707119513,0
943,355,0.925210507192216,1
944,723,0.386724009397953,1
945,103,0.692075766298801,1
946,1147,0.861814386870202,1
947,63,0.74157702710076,0
948,74,0.684948974010688,0
949,150,0.659564019732635,1
950,154,0.807525062232526,1
951,236,0.929927679420137,1
952,13,0,0
953,137,0.734117288164268,1
954,52,0.771313498067201,0
955,48,0.934682441541849,0
956,196,0.580461794025846,1
957,98,0.418205099284101,1
958,111,0.75033827238458,1
959,145,0.53207448974865,1
960,90,0.66951641840809,1
961,18,0.397359707119513,0
962,68,0.893463034342539,0
963,150,0.909041914441978,0
964,227,0.89797926419616,1
965,282,0.876588684342929,1
966,13,0,0
967,289,0.666726057652875,1
968,73,0.654188863897383,1
969,21,0.521640530957301,0
970,91,0.32987391151044,1
971,155,0.25700553301901,1
972,134,0.580678305130562,1
973,177,0.901545643364809,1
974,443,0.882581440647361,1
975,168,0.33175709311507,1
976,41,0.922822149007374,0
977,225,0.83884438097238,1
978,35,0.648957873812304,0
979,87,0.318382800427862,1
980,197,0.834523684819754,1
981,119,0.964074762791966,0
982,123,0.506192852154367,1
983,292,0.771003167079358,1
984,53,0.867674496139904,0
985,64,0.595742033294725,1
986,70,0.5134447341035,1
987,30,0.654446456199678,0
988,167,0.444823240752173,1
989,37,0.849836585598797,0
990,30,0.805220690618998,0
991,65,0.864027727451157,0
992,92,0.632672872083029,1
993,124,0.832012424302692,0
994,110,0.63737516926918,1
995,300,0.445953901672197,1
996,45,0.599490055389805,0
997,63,0.587398965954347,1
998,109,0.47690669056907,1
999,43,0.881674031817615,0
1000,57,0.711126140343005,0
1001,18,0.397359707119513,0
1002,137,0.499788664237043,1
1003,13,0,0
1004,195,0.42695625521448,1
1005,167,0.320363918158939,1
1006,30,0.805220690618998,0
1007,77,0.679293988777723,0
1008,757,0.395224205464882,1
1009,27,0.848666014693615,0
1010,73,0.598283793714576,1
1011,148,0.701082283715993,1
1012,38,0.890803989230772,0
1013,844,0.366512395778912,1
1014,182,0.865745656325363,1
1015,104,0.397995059362176,1
1016,58,0.673266715532638,0
1017,13,0,0
1018,329,0.931774393708209,1
1019,197,0.594372086385015,1
1020,50,0.728975061184667,0
1021,183,0.457244966364639,1
1022,201,0.90380240947025,1
1023,80,0.561178099958836,1
1024,166,0.954481406194111,0
1025,73,0.612366283232442,1
1026,56,0.661918522653178,0
1027,91,0.856662299824338,0
1028,165,0.379370759599783,1
1029,38,0.441911202703648,0
1030,54,0.898078605031231,0
